Mod:Item:MetaData, Localized Name
thermalfoundation:storage_alloy:7, Блок эндериума
thermalfoundation:storage_resource:0, Угольный блок
thermalfoundation:storage_resource:1, Блок коксового угля
thermalfoundation:glass:0, Усиленное медное стекло
thermalfoundation:glass:1, Усиленное оловянное стекло
thermalfoundation:glass:2, Усиленное серебряное стекло
thermalfoundation:glass:3, Усиленное свинцовое стекло
thermalfoundation:glass:4, Усиленное алюминиевое стекло
thermalfoundation:glass:5, Усиленное никелевое стекло
thermalfoundation:glass:6, Усиленное платиновое стекло
thermalfoundation:glass:7, Усиленное иридиевое стекло
thermalfoundation:glass:8, Hardened Mithril Glass
thermalfoundation:glass_alloy:0, Усиленное стальное стекло
thermalfoundation:glass_alloy:1, Усиленное электрумовое стекло
thermalfoundation:glass_alloy:2, Усиленное инваровое стекло
thermalfoundation:glass_alloy:3, Усиленное бронзовое стекло
thermalfoundation:glass_alloy:4, Усиленное константовое стекло
thermalfoundation:glass_alloy:5, Усиленное синаловое стекло
thermalfoundation:glass_alloy:6, Усиленное ламиумовое стекло
thermalfoundation:glass_alloy:7, Усиленное эндериумное стекло
thermalfoundation:rockwool:0, Чёрная минеральная шерсть
thermalfoundation:rockwool:1, Красная минеральная шерсть
thermalfoundation:rockwool:2, Зелёная минеральная шерсть
thermalfoundation:rockwool:3, Коричневая минеральная шерсть
thermalfoundation:rockwool:4, Синяя минеральная шерсть
thermalfoundation:rockwool:5, Пурпурная минеральная шерсть
thermalfoundation:rockwool:6, Голубая минеральная шерсть
thermalfoundation:rockwool:7, Светло-серая минеральная шерсть
thermalfoundation:rockwool:8, Серая минеральная шерсть
thermalfoundation:rockwool:9, Розовая минеральная шерсть
thermalfoundation:rockwool:10, Лаймовая минеральная шерсть
thermalfoundation:rockwool:11, Жёлтая минеральная шерсть
thermalfoundation:rockwool:12, Светло-синяя минеральная шерсть
thermalfoundation:rockwool:13, Фиолетовая минеральная шерсть
thermalfoundation:rockwool:14, Оранжевая минеральная шерсть
thermalfoundation:rockwool:15, Белая минеральная шерсть
thermalfoundation:wrench:0, Серповидный молот
thermalfoundation:meter:0, Мультиметр
thermalfoundation:upgrade:0, Усиленный набор обновления
thermalfoundation:upgrade:1, Укреплённый набор обновления
thermalfoundation:upgrade:2, Синаловый набор обновления
thermalfoundation:upgrade:3, Резонирующий набор обновления
thermalfoundation:upgrade:33, Усиленный набор преобразования
thermalfoundation:upgrade:34, Синаловый набор преобразования
thermalfoundation:upgrade:35, Резонирующий набор преобразования
thermalfoundation:upgrade:256, Творческий набор преобразования
thermalfoundation:security:0, Синаловый замок безопасности
thermalfoundation:diagram_redprint, Красная печать
thermalfoundation:tome_lexicon, Лексикон Forge
thermalfoundation:tome_experience, Том знаний
thermalfoundation:coin:0, Железная монета
thermalfoundation:coin:1, Золотая монета
thermalfoundation:coin:64, Медная монета
thermalfoundation:coin:65, Оловянная монета
thermalfoundation:coin:66, Серебряная монета
thermalfoundation:coin:67, Свинцовая монета
thermalfoundation:coin:68, Алюминиевая монета
thermalfoundation:coin:69, Никелевая монета
thermalfoundation:coin:70, Платиновая монета
thermalfoundation:coin:71, Иридиевая монета
thermalfoundation:coin:72, Mithril Coin
thermalfoundation:coin:96, Стальная монета
thermalfoundation:coin:97, Электрумовая монета
thermalfoundation:coin:98, Инваровая монета
thermalfoundation:coin:99, Бронзовая монета
thermalfoundation:coin:100, Константановая мионета
thermalfoundation:coin:101, Синаловая монета
thermalfoundation:coin:102, Ламиумовая монета
thermalfoundation:coin:103, Эндериумная монета
thermalfoundation:fertilizer:0, Фито-Гро
thermalfoundation:fertilizer:1, Обогащённый Фито-Гро
thermalfoundation:fertilizer:2, Флаксовый Фито-Гро
thermalfoundation:bait:0, Приманка
thermalfoundation:bait:1, Насыщенная приманка
thermalfoundation:bait:2, Наполненная флаксом приманка
thermalfoundation:dye:0, Черный пигмент
thermalfoundation:dye:1, Красный пигмент
thermalfoundation:dye:2, Зеленый пигмент
thermalfoundation:dye:3, Коричневый пигмент
thermalfoundation:dye:4, Синий пигмент
thermalfoundation:dye:5, Фиолетовый пигмент
thermalfoundation:dye:6, Голубой пигмент
thermalfoundation:dye:7, Светло-серый пигмент
thermalfoundation:dye:8, Серый пигмент
thermalfoundation:dye:9, Розовый пигмент
thermalfoundation:dye:10, Лаймовый пигмент
thermalfoundation:dye:11, Желтый пигмент
thermalfoundation:dye:12, Светло-синий пигмент
thermalfoundation:dye:13, Пурпурный пигмент
thermalfoundation:dye:14, Оранжевый пигмент
thermalfoundation:dye:15, Белый пигмент
thermalfoundation:material:0, Измельчённое железо
thermalfoundation:material:1, Измельчённое золото
thermalfoundation:material:16, Кусочек алмаза
thermalfoundation:material:17, Кусочек изумруда
thermalfoundation:material:22, Деревянная шестерня
thermalfoundation:material:23, Каменная шестерня
thermalfoundation:material:24, Железная шестерня
thermalfoundation:material:25, Золотая шестерня
thermalfoundation:material:26, Алмазная шестерня
thermalfoundation:material:27, Изумрудная шестерня
thermalfoundation:material:32, Железная пластина
thermalfoundation:material:33, Золотая пластина
thermalfoundation:material:64, Измельчённая медь
thermalfoundation:material:65, Измельчённое олово
thermalfoundation:material:66, Измельчённое серебро
thermalfoundation:material:67, Измельчённый свинец
thermalfoundation:material:68, Измельчённый алюминий
thermalfoundation:material:69, Измельчённый никель
thermalfoundation:material:70, Измельчённая платина
thermalfoundation:material:71, Измельчённый иридий
thermalfoundation:material:72, Pulverized Mithril
thermalfoundation:material:96, Стальная смесь
thermalfoundation:material:97, Смесь электрума
thermalfoundation:material:98, Инваровая смесь
thermalfoundation:material:99, Бронзовая смесь
thermalfoundation:material:100, Константановая смесь
thermalfoundation:material:101, Синаловая смесь
thermalfoundation:material:102, Ламиумовая смесь
thermalfoundation:material:103, Смесь эндериума
thermalfoundation:material:128, Медный слиток
thermalfoundation:material:129, Оловянный слиток
thermalfoundation:material:130, Серебряный слиток
thermalfoundation:material:131, Свинцовый слиток
thermalfoundation:material:132, Алюминиевый слиток
thermalfoundation:material:133, Никелевый слиток
thermalfoundation:material:134, Платиновый слиток
thermalfoundation:material:135, Иридиевый слиток
thermalfoundation:material:136, Mithril Ingot
thermalfoundation:material:160, Стальной слиток
thermalfoundation:material:161, Электрумовый слиток
thermalfoundation:material:162, Инваровый слиток
